"","female","hisp","education","earnings","hours","week","union","uncov","region","race","marital","college_degree","age","id"
"2927",1,0,13,34000,36,52,0,0,1,1,1,0,45,2927
"2928",0,0,12,60000,65,48,0,0,1,1,5,0,37,2928
"2929",1,0,12,30000,65,52,0,0,1,1,7,0,42,2929
"2930",0,0,16,100000,40,52,0,0,1,1,7,1,25,2930
"2931",1,0,16,100000,40,52,0,0,1,4,1,1,49,2931
"2932",0,0,18,110000,40,52,0,0,1,4,1,1,47,2932
"2933",1,0,16,93000,45,52,0,0,1,1,5,1,41,2933
"2934",0,0,14,75000,40,52,0,0,1,1,1,0,63,2934
"2935",1,0,12,60000,40,52,0,0,1,1,1,0,60,2935
"2936",0,0,18,50000,52,52,0,0,1,1,1,1,50,2936
"2937",1,0,16,80000,47,52,0,0,1,1,1,1,35,2937
"2938",1,0,12,50000,47,48,0,0,1,1,5,0,63,2938
"2939",0,0,16,26656,40,52,0,0,1,1,1,1,38,2939
"2940",1,0,14,40000,60,52,0,0,1,1,1,0,31,2940
"2941",0,0,12,35000,45,50,0,0,1,1,7,0,60,2941
"2942",0,0,18,57000,40,52,0,0,1,1,5,1,46,2942
"2943",1,0,14,44000,40,52,0,0,1,1,1,0,40,2943
"2944",0,0,12,15000,38,52,0,0,1,1,7,0,25,2944
"2945",0,0,12,20000,50,52,0,0,1,1,5,0,36,2945
"2946",1,0,12,21000,40,52,0,0,1,1,5,0,26,2946
"2947",0,0,12,25000,40,50,0,0,1,1,1,0,51,2947
"2948",0,0,16,57000,40,52,0,0,1,1,1,1,25,2948
"2949",0,0,18,100000,50,52,0,0,1,1,1,1,44,2949
"2950",0,0,12,85000,40,52,0,0,1,1,1,0,52,2950
"2951",0,0,18,132499,40,48,0,0,1,1,1,1,30,2951
"2952",1,0,20,207000,55,52,0,0,1,1,1,1,31,2952
"2953",1,0,20,110601,60,52,0,0,1,1,7,1,60,2953
"2954",1,0,12,40000,45,52,0,0,1,1,5,0,43,2954
"2955",0,0,12,30000,40,52,0,0,1,1,5,0,54,2955
"2956",0,1,18,70000,40,52,0,0,1,1,1,1,44,2956
"2957",0,0,16,38000,50,52,0,0,1,1,7,1,24,2957
"2958",0,1,18,52000,40,48,0,0,1,4,7,1,27,2958
"2959",1,0,13,40000,40,52,0,0,1,3,1,0,24,2959
"2960",1,0,12,65000,40,52,0,0,1,1,5,0,56,2960
"2961",0,0,13,75000,40,52,0,0,1,1,1,0,40,2961
"2962",0,1,20,100000,40,52,0,0,1,1,7,1,30,2962
"2963",1,0,18,47000,40,52,0,0,1,1,1,1,34,2963
"2964",0,1,16,100000,40,52,0,0,1,1,1,1,35,2964
"2965",0,1,14,98000,48,52,0,0,1,1,7,0,46,2965
"2966",0,1,12,44000,40,52,0,0,1,1,1,0,40,2966
"2967",1,1,16,60000,42,52,0,0,1,2,1,1,26,2967
"2968",1,0,16,70000,45,52,0,0,1,1,7,1,40,2968
"2969",1,1,20,43000,50,52,0,0,1,1,7,1,43,2969
"2970",0,0,14,63001,40,52,0,0,1,1,1,0,36,2970
"2971",1,0,16,52000,40,52,0,0,1,1,1,1,42,2971
"2972",0,1,20,104000,40,52,0,0,1,1,1,1,44,2972
"2973",1,0,16,51000,40,52,0,0,1,1,6,1,49,2973
"2974",0,0,18,190000,60,52,0,0,1,1,1,1,50,2974
"2975",0,0,20,389599,50,52,0,0,1,1,1,1,36,2975
"2976",1,0,20,90000,50,52,0,0,1,1,1,1,36,2976
"2977",0,0,18,100000,40,52,0,0,1,1,1,1,54,2977
"2978",1,0,18,47000,40,52,0,0,1,1,1,1,44,2978
"2979",0,0,16,115000,40,52,0,0,1,4,1,1,36,2979
"2980",0,0,14,389599,50,52,0,0,1,1,1,0,47,2980
"2981",0,0,18,90000,45,52,0,0,1,4,1,1,43,2981
"2982",0,0,20,110000,50,52,0,0,1,1,1,1,33,2982
"2983",0,0,20,160000,60,52,0,0,1,1,1,1,42,2983
"2984",0,0,16,130000,40,52,0,0,1,1,1,1,33,2984
"2985",0,0,18,80000,40,52,0,0,1,1,1,1,30,2985
"2986",1,0,18,55000,50,52,0,0,1,1,1,1,31,2986
"2987",0,0,18,50000,45,52,0,0,1,1,1,1,31,2987
"2988",0,0,18,120000,75,52,0,0,1,1,1,1,47,2988
"2989",0,0,16,120000,40,52,0,0,1,4,1,1,46,2989
"2990",1,0,16,70000,40,52,0,0,1,4,1,1,45,2990
"2991",1,0,16,26500,40,48,0,0,1,4,1,1,46,2991
"2992",0,0,20,150000,60,52,0,0,1,1,1,1,38,2992
"2993",1,0,18,72800,38,52,0,0,1,1,7,1,56,2993
"2994",0,0,16,389599,60,52,0,0,1,1,1,1,41,2994
"2995",1,0,18,45000,40,52,0,0,1,4,3,1,38,2995
"2996",1,0,12,19000,40,52,0,0,1,1,1,0,49,2996
"2997",0,0,13,72000,45,52,0,0,1,1,1,0,51,2997
"2998",0,0,12,25000,40,52,0,0,1,1,7,0,28,2998
"2999",1,0,14,30000,45,52,0,0,1,1,7,0,24,2999
"3000",0,0,18,86000,40,52,0,0,1,1,1,1,56,3000
"3001",0,1,16,60000,45,52,0,0,1,1,7,1,23,3001
"3002",0,0,16,38000,50,52,0,0,1,1,7,1,23,3002
"3003",0,0,14,58000,40,52,0,0,1,1,1,0,37,3003
"3004",0,0,16,150000,60,52,0,0,1,1,1,1,48,3004
"3005",0,0,18,70000,45,52,0,0,1,1,1,1,26,3005
"3006",1,1,16,65000,45,52,0,0,1,1,1,1,25,3006
"3007",0,0,20,389599,70,52,0,0,1,1,1,1,53,3007
"3008",0,0,18,120000,40,50,0,0,1,1,1,1,45,3008
"3009",1,0,18,45000,40,52,0,0,1,1,1,1,43,3009
"3010",1,0,16,120000,40,52,0,0,1,4,1,1,31,3010
"3011",0,0,16,100000,40,52,0,0,1,4,1,1,32,3011
"3012",0,0,16,60000,50,52,0,0,1,1,1,1,36,3012
"3013",0,0,13,36000,40,52,0,0,1,1,5,0,33,3013
"3014",1,0,13,36000,40,52,0,0,1,1,7,0,28,3014
"3015",0,0,16,44000,70,51,1,0,1,1,7,1,47,3015
"3016",0,0,14,50000,55,52,0,0,1,1,7,0,28,3016
"3017",0,0,18,414599,60,52,0,0,1,1,1,1,51,3017
"3018",0,0,18,26000,40,52,0,0,1,1,1,1,52,3018
"3019",0,0,16,103000,40,52,0,0,1,1,1,1,52,3019
"3020",1,0,20,50000,50,52,1,0,1,4,5,1,56,3020
"3021",0,0,16,57500,45,52,1,0,1,1,1,1,41,3021
"3022",1,0,14,63000,37,52,0,0,1,1,5,0,44,3022
"3023",0,0,14,85000,40,52,0,0,1,1,5,0,63,3023
"3024",1,0,20,100000,40,52,0,0,1,1,5,1,49,3024
"3025",1,0,18,75000,60,52,0,0,1,1,5,1,50,3025
"3026",1,0,14,900,55,50,0,0,1,1,1,0,45,3026
"3027",1,0,14,40000,40,52,0,0,1,2,7,0,58,3027
"3028",1,0,16,40000,40,52,0,0,1,1,7,1,24,3028
"3029",1,0,12,40000,40,52,0,0,1,1,1,0,53,3029
"3030",1,0,16,91000,38,52,0,0,1,1,1,1,58,3030
"3031",0,0,12,65000,40,52,0,0,1,1,1,0,53,3031
"3032",1,0,16,42500,60,52,0,0,1,1,1,1,45,3032
"3033",0,0,12,42000,40,52,0,0,1,1,1,0,46,3033
"3034",0,0,16,85000,40,52,0,0,1,1,7,1,37,3034
"3035",0,0,12,55000,40,52,0,0,1,1,1,0,59,3035
"3036",0,0,18,105000,40,52,0,0,1,1,5,1,50,3036
"3037",1,0,16,50000,40,52,0,0,1,1,7,1,44,3037
"3038",1,0,13,35000,50,52,0,0,1,1,6,0,51,3038
"3039",1,0,16,33800,62,52,0,0,1,1,7,1,27,3039
"3040",0,0,12,26000,60,52,0,0,1,1,7,0,28,3040
"3041",0,0,12,46800,70,52,0,0,1,1,7,0,25,3041
"3042",1,0,14,60000,37,52,0,0,1,1,1,0,49,3042
"3043",1,0,13,29200,40,48,0,0,1,4,7,0,24,3043
"3044",0,0,16,52000,36,52,0,0,1,1,1,1,72,3044
"3045",0,0,18,200000,50,52,0,0,1,1,1,1,57,3045
"3046",1,0,16,55000,40,52,0,0,1,1,1,1,50,3046
"3047",0,0,20,389599,40,52,0,0,1,1,1,1,55,3047
"3048",1,0,13,40000,37,52,0,0,1,1,4,0,60,3048
"3049",0,0,12,35000,40,52,0,0,1,1,5,0,64,3049
"3050",1,0,12,40000,37,52,0,0,1,1,5,0,60,3050
"3051",1,0,12,45000,40,52,0,0,1,1,5,0,34,3051
"3052",1,0,12,48000,40,52,0,0,1,1,5,0,56,3052
"3053",0,0,12,19000,40,52,0,0,1,1,1,0,67,3053
"3054",0,0,18,57500,50,52,0,0,1,1,1,1,40,3054
"3055",1,0,18,100000,45,52,0,0,1,1,1,1,38,3055
"3056",0,0,18,52000,60,52,0,0,1,4,1,1,51,3056
"3057",0,0,20,150000,60,52,0,0,1,1,7,1,36,3057
"3058",1,0,20,407720,60,52,0,0,1,1,7,1,35,3058
"3059",1,0,16,60000,36,52,0,0,1,1,7,1,27,3059
"3060",0,0,16,103000,40,52,0,0,1,1,1,1,52,3060
"3061",1,0,12,42000,40,52,0,0,1,1,1,0,53,3061
"3062",1,0,16,125000,40,52,0,0,1,1,1,1,55,3062
"3063",0,0,16,44000,40,52,0,0,1,2,1,1,35,3063
"3064",0,1,18,150000,45,52,0,0,1,1,1,1,52,3064
"3065",1,0,18,80000,45,52,0,0,1,1,1,1,44,3065
"3066",0,0,16,41000,40,52,0,0,1,2,1,1,25,3066
"3067",1,0,16,58804,38,52,0,0,1,2,1,1,47,3067
"3068",1,0,12,36000,40,52,0,0,1,1,7,0,49,3068
"3069",0,0,18,389599,50,52,0,0,1,1,1,1,39,3069
"3070",0,0,12,56000,40,52,0,0,1,1,1,0,30,3070
"3071",0,0,16,84000,75,52,0,0,1,1,1,1,50,3071
"3072",0,0,16,110000,45,52,0,0,1,1,1,1,55,3072
"3073",0,0,12,67000,50,52,0,0,1,1,1,0,36,3073
"3074",1,0,14,40000,60,52,0,0,1,1,5,0,60,3074
"3075",0,0,12,26000,40,52,0,0,1,4,7,0,27,3075
"3076",0,0,20,150000,40,52,0,0,1,4,1,1,46,3076
"3077",1,0,18,85000,40,52,0,0,1,4,1,1,38,3077
"3078",1,0,20,200000,40,52,0,0,1,4,7,1,34,3078
"3079",0,0,18,389599,60,52,0,0,1,1,1,1,75,3079
"3080",0,0,16,120000,40,52,0,0,1,4,1,1,45,3080
"3081",0,0,13,45000,40,52,0,0,1,4,1,0,42,3081
"3082",1,0,14,35000,36,52,0,0,1,4,1,0,31,3082
"3083",0,0,18,116000,50,52,0,0,1,1,1,1,49,3083
"3084",0,0,16,124000,40,52,0,0,1,1,1,1,56,3084
"3085",1,0,13,85000,40,52,0,0,1,1,1,0,53,3085
"3086",1,0,14,65000,37,52,0,0,1,1,1,0,43,3086
"3087",0,0,20,113000,60,52,0,0,1,1,1,1,39,3087
"3088",1,0,20,150000,40,52,0,0,1,2,7,1,34,3088
"3089",0,0,20,60000,40,52,0,0,1,1,1,1,64,3089
"3090",0,0,13,10000,40,52,0,0,1,1,1,0,37,3090
"3091",1,0,12,126000,40,52,0,0,1,1,5,0,52,3091
"3092",1,0,12,50000,40,52,0,0,1,1,1,0,66,3092
"3093",1,0,12,54000,40,52,0,0,1,1,1,0,51,3093
"3094",0,0,13,45600,40,52,0,0,1,1,1,0,50,3094
"3095",1,0,20,30000,40,52,0,0,1,1,1,1,47,3095
"3096",0,0,16,45000,40,52,0,0,1,1,1,1,46,3096
"3097",1,0,13,59000,45,52,0,0,1,1,1,0,58,3097
"3098",0,0,16,60000,40,52,0,0,1,1,1,1,60,3098
"3099",1,0,13,35000,38,52,0,0,1,1,7,0,27,3099
"3100",0,0,12,100000,40,49,0,0,1,1,3,0,42,3100
"3101",0,0,16,60000,40,52,0,0,1,1,1,1,35,3101
"3102",1,0,16,60002,40,52,0,0,1,1,1,1,34,3102
"3103",0,0,12,28800,40,52,0,0,1,4,1,0,62,3103
"3104",1,0,14,46000,40,52,0,0,1,1,1,0,37,3104
"3105",0,0,16,140000,40,52,0,0,1,2,1,1,51,3105
"3106",0,0,13,28000,40,52,0,0,1,1,7,0,23,3106
"3107",1,0,13,40000,45,52,0,0,1,1,1,0,50,3107
"3108",0,0,16,173000,45,52,0,0,1,1,1,1,30,3108
"3109",1,0,16,49000,43,52,0,0,1,1,1,1,30,3109
"3110",1,0,16,33000,40,52,0,0,1,1,1,1,44,3110
"3111",0,0,10,65000,45,52,0,0,1,1,5,0,54,3111
"3112",0,0,12,10000,50,52,0,0,1,1,1,0,44,3112
"3113",1,0,12,20000,40,52,0,0,1,1,1,0,44,3113
"3114",0,0,12,55000,40,52,0,0,1,1,1,0,42,3114
"3115",0,0,16,60000,37,52,0,0,1,1,7,1,55,3115
"3116",0,0,12,98000,40,52,0,0,1,1,1,0,62,3116
"3117",0,0,13,95000,40,52,0,0,1,1,1,0,30,3117
"3118",0,0,12,50000,55,52,0,0,1,1,1,0,52,3118
"3119",1,1,13,21000,40,52,0,0,1,1,3,0,20,3119
"3120",0,0,13,90000,40,52,0,0,1,1,7,0,44,3120
"3121",1,0,16,39000,40,48,0,0,1,1,5,1,43,3121
"3122",1,0,18,75000,45,52,0,0,1,1,1,1,39,3122
"3123",0,0,12,121000,60,52,0,0,1,1,1,0,39,3123
"3124",0,0,13,26000,52,52,0,0,1,7,1,0,40,3124
"3125",0,0,16,90000,55,52,0,0,1,1,1,1,38,3125
"3126",1,0,18,28000,45,52,0,0,1,1,4,1,57,3126
"3127",0,0,12,30000,40,52,0,0,1,1,1,0,42,3127
"3128",0,0,16,160000,45,52,0,0,1,1,1,1,36,3128
"3129",0,0,12,25000,40,52,0,0,1,1,7,0,28,3129
"3130",0,0,13,85000,40,52,0,0,1,1,1,0,45,3130
"3131",1,0,12,31500,40,52,0,0,1,2,7,0,36,3131
"3132",1,0,16,80000,40,52,0,0,1,2,5,1,58,3132
"3133",1,0,18,100000,70,52,0,0,1,1,3,1,40,3133
"3134",1,0,20,110000,40,52,0,0,1,1,7,1,46,3134
"3135",0,0,11,11000,40,52,0,0,1,2,7,0,18,3135
"3136",0,0,14,150000,50,52,0,0,1,2,1,0,60,3136
"3137",0,0,18,60000,45,52,0,0,1,1,1,1,28,3137
"3138",1,0,11,39104,40,52,0,0,1,1,7,0,58,3138
"3139",0,0,18,32000,40,52,0,0,1,2,7,1,45,3139
"3140",1,0,12,12000,40,52,0,0,1,2,7,0,16,3140
"3141",0,0,13,40000,40,52,0,0,1,1,7,0,37,3141
"3142",1,0,12,34000,40,52,0,0,1,2,1,0,48,3142
"3143",1,0,13,30000,40,52,0,0,1,4,1,0,57,3143
"3144",0,0,18,200000,50,52,0,0,1,1,1,1,36,3144
"3145",1,0,13,36002,40,52,1,0,1,1,1,0,53,3145
"3146",0,0,16,50186,48,52,0,0,1,1,5,1,39,3146
"3147",0,0,12,75000,60,52,0,0,1,1,1,0,65,3147
"3148",0,0,18,33000,40,52,0,0,1,2,1,1,52,3148
"3149",1,0,14,30000,40,52,0,0,1,2,1,0,44,3149
"3150",1,0,14,40000,40,52,0,0,1,2,1,0,50,3150
"3151",0,0,16,80000,40,52,0,0,1,2,1,1,54,3151
"3152",1,0,16,25000,40,52,0,0,1,2,7,1,23,3152
"3153",1,0,16,42000,40,52,0,0,1,1,7,1,24,3153
"3154",0,0,18,80000,40,52,0,0,1,1,7,1,27,3154
"3155",1,0,16,70000,40,52,0,0,1,1,7,1,24,3155
"3156",0,0,12,46000,40,52,0,0,1,1,1,0,52,3156
"3157",1,0,16,53000,40,52,0,0,1,1,1,1,56,3157
"3158",0,0,16,75000,40,52,0,0,1,1,1,1,64,3158
"3159",1,0,13,40000,40,52,0,0,1,2,7,0,33,3159
"3160",1,1,16,105000,50,52,0,0,1,1,5,1,38,3160
"3161",1,0,16,66000,47,52,0,0,1,1,1,1,49,3161
"3162",0,0,18,27000,60,52,0,0,1,1,1,1,56,3162
"3163",1,0,16,407720,60,52,0,0,1,1,7,1,35,3163
"3164",0,0,18,58500,40,52,0,0,1,1,7,1,32,3164
"3165",0,0,20,95002,60,52,0,0,1,4,1,1,49,3165
"3166",0,0,12,28000,40,52,0,0,1,3,6,0,54,3166
"3167",0,0,20,107000,50,52,0,0,1,1,1,1,31,3167
"3168",1,0,18,47000,50,52,0,0,1,4,1,1,29,3168
"3169",0,0,13,100000,40,52,0,0,1,1,5,0,48,3169
"3170",0,0,18,92000,42,52,0,0,1,1,1,1,46,3170
"3171",0,0,14,60000,40,52,0,0,1,1,1,0,53,3171
"3172",0,0,16,110000,50,52,0,0,1,1,1,1,35,3172
"3173",1,0,16,110000,40,52,0,0,1,1,1,1,34,3173
"3174",1,0,16,48000,40,52,0,0,1,2,7,1,33,3174
"3175",1,0,12,34000,40,52,0,0,1,2,6,0,48,3175
"3176",0,0,20,197946,60,52,0,0,1,1,1,1,37,3176
"3177",1,0,20,175000,38,52,0,0,1,1,1,1,51,3177
"3178",0,0,20,110000,60,52,0,0,1,1,1,1,38,3178
"3179",0,0,20,52001,45,52,0,0,1,4,3,1,32,3179
"3180",1,0,10,17280,36,52,0,0,1,4,1,0,60,3180
"3181",1,0,12,40000,40,52,0,0,1,1,1,0,28,3181
"3182",0,0,12,17000,40,48,0,0,1,1,1,0,31,3182
"3183",1,0,12,30000,50,52,0,0,1,1,6,0,39,3183
"3184",0,0,12,40000,56,52,0,0,1,1,5,0,52,3184
"3185",1,0,12,25000,38,52,0,0,1,1,7,0,51,3185
"3186",0,0,16,50000,38,52,0,0,1,1,1,1,51,3186
"3187",1,0,18,59000,50,52,1,0,1,1,1,1,58,3187
"3188",0,0,12,40000,40,52,0,0,1,1,5,0,40,3188
"3189",0,0,13,13200,40,48,0,0,1,1,7,0,24,3189
"3190",1,0,12,42948,42,52,0,0,1,1,1,0,52,3190
"3191",1,0,20,10000,40,50,0,0,1,1,1,1,51,3191
"3192",0,0,16,5000,45,50,0,0,1,1,1,1,52,3192
"3193",1,0,16,40000,48,52,0,0,1,1,7,1,52,3193
"3194",1,0,16,40000,40,52,0,0,1,1,7,1,57,3194
"3195",1,0,13,29700,36,52,0,0,1,1,5,0,37,3195
"3196",1,0,12,28000,40,50,0,0,1,1,1,0,40,3196
"3197",0,0,12,32000,40,52,0,0,1,1,1,0,39,3197
"3198",1,0,18,43000,50,52,0,0,1,1,1,1,44,3198
"3199",0,0,12,45000,40,52,0,0,1,1,1,0,34,3199
"3200",1,0,13,40000,40,52,0,0,1,1,1,0,35,3200
"3201",0,0,12,45600,40,52,0,0,1,1,1,0,41,3201
"3202",1,0,13,12000,43,52,0,0,1,1,7,0,21,3202
"3203",0,0,13,41600,40,52,1,0,1,1,1,0,41,3203
"3204",1,0,14,54000,40,52,0,0,1,1,1,0,46,3204
"3205",0,0,12,160000,60,52,0,0,1,1,1,0,51,3205
"3206",1,0,16,48000,40,52,0,0,1,1,7,1,23,3206
"3207",1,0,13,25000,40,52,0,0,1,1,1,0,54,3207
"3208",0,0,18,70000,40,52,0,0,1,1,1,1,54,3208
"3209",1,0,12,22000,40,52,0,0,1,1,4,0,64,3209
"3210",1,0,14,20000,36,52,0,0,1,1,1,0,49,3210
"3211",0,0,16,90000,40,52,0,0,1,1,1,1,43,3211
"3212",0,0,16,116000,60,52,0,0,1,1,1,1,35,3212
"3213",1,0,12,42000,40,52,0,0,1,1,1,0,59,3213
"3214",0,0,16,65000,48,52,0,0,1,1,1,1,44,3214
"3215",1,0,12,27000,40,52,0,0,1,1,7,0,22,3215
"3216",1,0,18,82000,38,52,0,0,1,1,1,1,41,3216
"3217",0,0,16,70000,40,52,0,0,1,1,1,1,37,3217
"3218",0,0,12,66500,40,52,0,0,1,1,1,0,37,3218
"3219",0,0,16,34000,40,48,0,0,1,1,5,1,46,3219
"3220",0,0,16,32000,40,51,0,0,1,1,1,1,44,3220
"3221",0,0,12,82000,40,52,1,0,1,1,1,0,41,3221
"3222",1,0,18,91489,38,52,0,0,1,1,7,1,61,3222
"3223",0,0,14,67000,40,52,0,0,1,1,1,0,40,3223
"3224",1,0,13,65000,40,52,0,0,1,1,1,0,43,3224
"3225",0,0,18,73000,45,52,0,0,1,1,1,1,60,3225
"3226",1,0,16,37500,40,52,0,0,1,1,1,1,59,3226
"3227",0,0,16,222946,60,52,0,0,1,1,3,1,50,3227
"3228",0,0,20,150000,50,52,0,0,1,1,1,1,46,3228
"3229",0,0,13,49000,40,52,0,0,1,1,5,0,46,3229
"3230",0,1,12,32000,45,48,0,0,1,1,7,0,33,3230
"3231",0,1,16,36000,40,52,0,0,1,1,1,1,39,3231
"3232",1,0,16,53000,40,52,0,0,1,1,1,1,32,3232
"3233",1,1,16,68000,40,52,0,0,1,1,7,1,31,3233
"3234",0,1,12,31000,40,52,0,0,1,1,7,0,28,3234
"3235",1,0,16,40000,40,52,0,0,1,1,1,1,39,3235
"3236",0,0,16,53000,54,52,0,0,1,1,1,1,41,3236
"3237",1,0,13,45000,55,52,0,0,1,1,5,0,42,3237
"3238",1,0,14,30000,40,52,0,0,1,1,5,0,49,3238
"3239",1,0,14,40000,38,52,0,0,1,1,1,0,40,3239
"3240",0,0,14,50000,40,52,0,0,1,1,1,0,46,3240
"3241",0,0,16,140000,40,52,0,0,1,1,1,1,49,3241
"3242",0,0,16,81000,42,52,0,0,1,1,1,1,35,3242
"3243",1,0,18,66000,38,52,0,0,1,1,1,1,35,3243
"3244",0,0,12,50000,40,52,0,0,1,1,1,0,64,3244
"3245",0,0,13,30000,40,52,0,0,1,1,1,0,56,3245
"3246",1,0,16,80000,40,52,0,0,1,1,1,1,58,3246
"3247",1,0,13,30000,40,52,0,0,1,1,1,0,34,3247
"3248",0,0,12,102000,48,52,0,0,1,1,1,0,37,3248
"3249",0,0,18,76000,40,52,0,0,1,1,1,1,56,3249
"3250",1,0,18,63000,40,52,0,0,1,1,1,1,55,3250
"3251",1,0,16,60000,40,52,1,0,1,1,1,1,60,3251
"3252",0,0,18,70000,40,52,0,0,1,1,1,1,60,3252
"3253",1,0,20,65000,45,52,1,0,1,1,7,1,43,3253
"3254",0,0,14,83000,40,52,0,0,1,1,1,0,61,3254
"3255",0,0,14,28000,45,52,0,0,1,6,1,0,28,3255
"3256",1,0,14,30000,36,52,0,0,1,1,5,0,45,3256
"3257",0,0,12,39000,40,52,0,0,1,1,5,0,54,3257
"3258",0,0,16,50000,45,52,0,0,1,1,1,1,40,3258
"3259",1,0,18,50000,40,52,0,0,1,1,7,1,41,3259
"3260",0,0,16,54000,40,52,0,0,1,1,1,1,57,3260
"3261",1,0,16,36000,37,52,0,0,1,1,1,1,52,3261
"3262",0,0,20,110000,50,52,0,0,1,1,5,1,64,3262
"3263",1,1,13,25000,37,52,1,0,1,1,5,0,50,3263
"3264",1,0,14,35000,40,52,0,0,1,2,6,0,56,3264
"3265",1,0,14,42000,40,52,0,0,1,1,6,0,49,3265
"3266",1,1,10,28000,40,52,0,0,1,1,5,0,43,3266
"3267",1,0,14,28000,40,52,0,0,1,1,1,0,49,3267
"3268",0,0,18,62000,44,52,0,0,1,1,1,1,50,3268
"3269",1,0,16,50000,40,52,0,0,1,1,1,1,49,3269
"3270",0,0,16,70000,40,52,0,0,1,1,1,1,48,3270
"3271",1,0,16,50000,55,52,0,0,1,1,1,1,36,3271
"3272",0,0,13,72000,45,52,0,0,1,1,1,0,33,3272
"3273",0,0,18,70000,50,52,0,0,1,1,1,1,32,3273
"3274",1,0,12,46000,40,52,0,0,1,1,7,0,39,3274
"3275",1,0,12,28000,38,52,0,0,1,1,1,0,24,3275
"3276",0,0,12,35000,50,52,0,0,1,1,1,0,27,3276
"3277",0,0,16,41000,50,52,0,0,1,1,1,1,31,3277
"3278",1,0,12,39500,40,52,0,0,1,1,1,0,37,3278
"3279",1,1,16,39000,40,52,1,0,1,1,1,1,45,3279
"3280",1,0,12,27500,40,52,0,0,1,1,5,0,42,3280
"3281",1,0,13,30000,38,52,0,0,1,1,7,0,33,3281
"3282",0,0,12,29000,40,52,0,0,1,1,1,0,50,3282
"3283",1,0,16,18000,40,52,0,0,1,1,1,1,50,3283
"3284",0,0,13,56052,40,52,0,0,1,1,1,0,46,3284
"3285",0,0,12,30000,50,50,0,0,1,2,1,0,31,3285
"3286",1,0,16,140000,40,52,0,0,1,1,1,1,49,3286
"3287",0,0,16,200000,45,52,0,0,1,1,1,1,52,3287
"3288",0,0,13,65000,48,52,0,0,1,1,1,0,51,3288
"3289",1,1,13,25000,40,52,0,0,1,1,7,0,25,3289
"3290",1,1,12,13000,40,52,0,0,1,1,7,0,33,3290
"3291",0,0,16,95000,40,52,0,0,1,1,5,1,44,3291
"3292",0,1,4,23000,42,52,0,0,1,1,7,0,54,3292
"3293",1,1,12,22000,40,52,0,0,1,2,1,0,36,3293
"3294",0,0,11,30000,50,52,0,0,1,2,1,0,32,3294
"3295",0,1,9,21000,40,52,0,0,1,1,1,0,60,3295
"3296",1,1,13,25272,40,52,0,0,1,1,7,0,37,3296
"3297",1,0,14,29000,40,52,0,0,1,1,4,0,52,3297
"3298",1,0,18,50000,40,52,0,0,1,1,1,1,36,3298
"3299",0,0,16,69000,40,52,0,0,1,4,1,1,37,3299
"3300",0,0,18,60000,40,52,0,0,1,1,1,1,34,3300
"3301",1,0,12,20000,40,52,0,0,1,1,1,0,45,3301
"3302",0,0,12,70000,48,52,0,0,1,1,1,0,45,3302
"3303",1,0,16,40000,40,50,0,0,1,2,1,1,26,3303
"3304",0,1,12,53500,40,52,0,0,1,1,1,0,35,3304
"3305",1,1,12,29000,40,52,0,0,1,1,1,0,49,3305
"3306",0,1,12,50000,45,52,0,0,1,1,1,0,48,3306
"3307",1,0,12,47000,44,52,0,0,1,1,5,0,51,3307
"3308",1,0,10,30000,40,52,0,0,1,1,5,0,52,3308
"3309",1,0,12,29600,40,52,0,0,1,1,5,0,45,3309
"3310",1,0,20,58000,55,52,0,0,1,1,3,1,41,3310
"3311",1,0,18,98000,65,52,0,0,1,1,3,1,43,3311
"3312",0,0,13,50000,50,52,0,0,1,1,1,0,46,3312
"3313",0,0,20,232946,60,52,0,0,1,1,3,1,57,3313
"3314",1,0,16,125000,60,52,0,0,1,1,1,1,43,3314
"3315",0,0,20,102000,50,52,0,0,1,1,1,1,44,3315
"3316",0,0,18,37000,40,52,0,0,1,1,1,1,50,3316
"3317",0,0,12,150000,55,52,0,0,1,1,1,0,56,3317
"3318",0,0,16,60000,40,52,0,0,1,1,1,1,51,3318
"3319",1,0,16,65000,40,52,0,0,1,1,1,1,49,3319
"3320",1,0,16,46000,46,52,0,0,1,1,5,1,61,3320
"3321",0,0,12,50000,45,52,0,0,1,1,1,0,28,3321
"3322",0,0,16,55000,40,52,0,0,1,1,1,1,56,3322
"3323",0,0,16,50000,40,52,0,0,1,1,1,1,42,3323
"3324",0,0,18,150000,50,52,0,0,1,1,1,1,53,3324
"3325",0,0,20,391099,45,52,0,0,1,1,1,1,55,3325
"3326",0,0,20,95000,50,52,0,0,1,1,1,1,53,3326
"3327",0,0,18,41500,37,49,0,0,1,1,1,1,40,3327
"3328",1,0,16,17000,44,52,0,0,1,1,1,1,50,3328
"3329",0,0,18,45000,55,52,0,0,1,1,1,1,51,3329
"3330",1,0,16,65000,40,52,0,0,1,1,1,1,47,3330
"3331",0,0,16,72000,50,52,0,0,1,1,1,1,52,3331
"3332",1,0,13,28000,57,52,0,0,1,1,1,0,50,3332
"3333",0,0,18,389599,40,52,0,0,1,1,1,1,66,3333
"3334",1,0,20,74000,40,52,0,0,1,1,6,1,52,3334
"3335",1,0,18,85000,50,52,0,0,1,1,5,1,56,3335
"3336",0,0,14,57000,40,52,0,0,1,1,1,0,42,3336
